Time(s),Temp(C)
0.0,197.00
1.6,196.25
3.1,195.25
4.6,195.75
6.2,196.00
7.7,195.00
9.3,194.75
10.8,194.25
12.4,194.25
13.9,192.50
15.5,193.50
17.0,193.00
18.6,192.75
20.1,191.75
21.7,192.50
23.2,191.75
24.8,191.25
26.3,191.50
27.9,191.25
29.4,190.50
30.9,190.25
32.5,190.25
34.0,189.50
35.6,189.75
37.1,188.75
38.7,189.00
40.2,188.25
41.8,188.25
43.3,188.00
44.9,188.00
46.4,186.25
48.0,187.25
49.5,187.25
51.1,186.50
52.6,186.50
54.2,184.25
55.7,186.00
57.2,185.50
58.8,185.50
60.3,185.50
61.9,185.00
63.4,185.00
65.0,184.75
66.5,184.75
68.1,184.75
69.6,184.25
71.2,182.50
72.7,184.00
74.3,183.75
75.8,183.50
77.4,183.25
78.9,183.25
80.5,183.25
82.0,183.00
83.5,183.00
85.1,183.00
86.6,180.00
88.2,182.50
89.7,182.75
91.3,182.75
92.8,182.75
94.4,182.00
95.9,182.25
97.5,182.25
99.0,182.00
100.6,182.25
102.1,178.50
103.7,182.00
105.2,181.75
106.8,182.00
108.3,181.75
109.8,182.25
111.4,182.00
112.9,181.50
114.5,181.50
116.0,182.00
117.6,181.50
119.1,181.50
120.7,182.00
122.2,181.75
123.8,182.25
125.3,181.50
126.9,182.00
128.4,182.25
130.0,181.75
131.5,182.25
133.1,181.75
134.6,181.75
136.2,181.75
137.7,182.25
139.2,181.75
140.8,182.00
142.3,182.25
143.9,182.25
145.4,182.25
147.0,182.75
148.5,182.75
150.1,182.50
151.6,182.25
153.2,182.50
154.7,182.50
156.3,182.75
157.8,183.00
159.4,182.50
160.9,183.00
162.4,183.25
164.0,183.00
165.5,183.75
167.1,183.50
168.6,183.75
170.2,183.75
171.7,183.75
173.3,183.00
174.8,183.50
176.4,184.50
177.9,184.25
179.5,184.25
181.0,181.25
182.6,184.25
184.1,184.25
185.7,184.50
187.2,184.25
188.8,185.00
190.3,182.50
191.9,185.00
193.4,185.00
195.0,185.00
196.6,185.00
198.1,185.50
199.7,185.25
201.2,185.25
202.8,185.25
204.3,185.50
205.9,185.00
207.5,186.25
209.0,186.00
210.6,186.00
212.1,186.25
213.7,186.25
215.2,186.75
216.8,186.50
218.4,187.25
219.9,186.50
221.5,187.00
223.0,187.50
224.6,187.25
226.1,187.25
227.7,186.00
229.3,187.75
230.8,187.75
232.4,188.00
233.9,188.25
235.5,188.00
237.0,188.50
238.6,188.75
240.2,188.50
241.7,189.00
243.3,189.00
244.8,189.00
246.4,189.25
247.9,189.00
249.5,189.25
251.1,189.50
252.6,189.50
254.2,189.75
255.7,189.00
257.3,190.00
258.8,189.75
260.4,190.00
262.0,190.50
263.5,189.75
265.1,190.50
266.6,190.25
268.2,190.50
269.7,190.75
271.3,191.00
272.9,190.75
274.4,191.50
276.0,191.00
277.5,191.50
279.1,191.75
280.6,191.25
282.2,191.75
283.8,191.75
285.3,192.25
286.9,192.50
288.4,192.25
290.0,192.75
291.5,192.25
293.1,192.25
294.7,192.75
296.2,192.25
297.8,193.25
299.3,192.50
