Time(s),Temp(C)
0.0,52.25
3.3,52.25
6.7,52.25
10.0,52.25
13.4,52.00
16.7,51.75
20.0,51.50
23.4,52.00
26.7,51.50
30.0,51.25
33.4,51.00
36.7,51.00
40.1,51.25
43.4,51.25
46.7,51.00
50.1,50.75
53.4,50.50
56.8,47.75
60.1,50.25
63.4,50.50
66.8,50.75
70.1,50.50
73.4,50.25
76.8,50.75
80.1,50.75
83.5,50.75
86.8,51.00
90.1,50.50
93.5,51.00
96.8,51.50
100.1,51.00
103.5,51.25
106.8,51.50
110.2,51.75
113.5,51.75
116.8,50.00
120.2,52.00
123.5,52.25
126.9,52.25
130.2,52.75
133.5,52.75
136.9,53.00
140.2,53.25
143.5,53.75
146.9,52.75
150.2,54.75
153.6,55.00
156.9,56.00
160.2,55.50
163.6,56.50
166.9,56.50
170.2,56.75
173.6,57.25
176.9,55.75
180.3,58.25
183.6,59.25
186.9,59.00
190.3,60.00
193.6,58.25
197.0,61.25
200.3,61.75
203.6,59.75
207.0,60.50
210.3,61.25
213.6,62.00
217.0,62.25
220.3,62.25
223.7,63.75
227.0,65.00
230.3,62.50
233.7,65.00
237.0,65.50
240.3,67.00
243.7,67.75
247.0,68.00
250.4,68.75
253.7,68.75
257.0,69.75
260.4,70.25
263.7,70.50
267.1,71.25
270.4,72.00
273.7,72.50
277.1,72.75
280.4,73.75
283.7,74.25
287.1,75.00
290.4,74.75
293.8,74.75
297.1,75.50
300.4,75.50
303.8,76.75
307.1,77.00
310.4,77.50
313.8,76.75
317.1,78.25
320.5,78.50
323.8,79.00
327.1,82.00
330.5,82.25
333.8,82.75
337.2,83.50
340.5,83.50
343.8,84.00
347.2,84.50
350.5,84.50
353.8,84.75
357.2,84.75
360.5,84.00
363.9,86.25
367.2,86.25
370.5,87.25
373.9,87.50
377.2,87.75
380.6,88.00
383.9,88.25
387.2,88.00
390.6,89.00
393.9,89.00
397.2,88.75
400.6,89.75
403.9,90.00
407.3,90.75
410.6,90.50
413.9,91.00
417.3,91.00
420.6,91.75
423.9,91.75
427.3,92.25
430.6,92.50
434.0,93.00
437.3,92.50
440.6,93.25
444.0,93.50
447.3,94.00
450.7,94.50
454.0,94.50
457.3,94.25
460.7,95.25
464.0,94.75
467.3,95.50
470.7,95.75
474.0,96.25
477.4,96.00
480.7,96.25
484.0,97.25
487.4,97.00
490.7,97.00
494.1,97.75
497.4,97.50
500.7,96.25
504.1,98.25
507.4,98.00
510.8,94.50
514.1,98.75
517.4,99.25
520.8,99.50
524.1,99.25
527.4,100.00
530.8,100.25
534.1,100.00
537.5,100.75
540.8,101.00
544.1,101.50
547.5,98.25
550.8,101.75
554.2,101.50
557.5,98.75
560.8,101.50
564.2,102.00
567.5,101.75
570.8,102.50
574.2,102.50
577.5,102.25
580.9,103.00
584.2,103.25
587.5,103.25
590.9,103.75
594.2,104.25
597.6,104.25
600.9,104.50
604.2,104.75
607.6,105.25
610.9,105.00
614.3,105.25
617.6,105.50
620.9,105.50
624.3,105.25
627.6,106.25
631.0,106.25
634.3,106.75
637.6,106.50
641.0,106.75
644.3,105.75
647.6,107.50
651.0,107.50
654.3,107.50
657.7,107.50
661.0,107.00
664.3,108.25
667.7,108.50
671.0,107.75
674.4,109.00
677.7,109.25
681.0,108.75
684.4,109.25
687.7,109.50
691.1,109.75
694.4,110.00
697.7,110.25
701.1,110.50
704.4,110.50
707.8,108.25
711.1,110.50
714.4,111.00
717.8,111.50
721.1,111.75
724.4,111.50
727.8,111.75
731.1,112.00
734.5,112.75
737.8,112.75
741.1,112.50
744.5,112.25
747.8,113.00
751.2,113.00
754.5,113.50
757.8,113.25
761.2,113.50
764.5,113.50
767.9,114.00
771.2,114.00
774.5,114.50
777.9,114.25
781.2,114.50
784.5,114.75
787.9,115.50
791.2,115.50
794.6,114.75
797.9,115.75
801.2,116.00
804.6,115.50
807.9,115.50
811.3,115.75
814.6,116.50
817.9,116.00
821.3,117.00
824.6,117.25
828.0,117.00
831.3,117.00
834.6,117.25
838.0,117.75
841.3,118.00
844.7,118.25
848.0,117.75
851.3,118.25
854.7,118.50
858.0,114.50
861.3,117.50
864.7,118.00
868.0,118.50
871.4,119.25
874.7,118.75
878.0,119.25
881.4,119.50
884.7,119.50
888.1,120.25
891.4,120.00
894.7,119.75
898.1,120.75
901.4,120.75
904.8,117.75
908.1,120.50
911.4,121.00
914.8,121.25
918.1,121.50
921.4,121.25
924.8,121.50
928.1,121.50
931.5,121.75
934.8,121.75
938.1,121.50
941.5,122.25
944.8,122.25
948.2,122.25
951.5,122.25
954.8,122.25
958.2,122.50
961.5,122.50
964.9,122.75
968.2,123.25
971.5,123.25
974.9,122.75
978.2,123.00
981.6,123.00
984.9,123.00
988.2,123.75
991.6,124.00
994.9,123.50
998.2,124.00
1001.6,124.50
1004.9,124.50
1008.3,120.50
1011.6,124.50
1014.9,124.25
1018.3,124.75
1021.6,125.25
1025.0,124.75
1028.3,124.75
1031.6,125.25
