Time(s),Temp(C)
0.0,52.25
2.0,52.00
4.0,52.25
6.0,52.00
8.0,52.00
10.0,51.75
12.0,51.50
14.0,52.00
16.1,51.25
18.1,51.50
20.1,51.50
22.1,51.25
24.1,51.00
26.1,50.50
28.1,50.50
30.1,49.00
32.1,50.25
34.1,46.75
36.1,50.50
38.1,50.25
40.1,50.25
42.1,51.25
44.1,51.00
46.1,50.50
48.1,51.25
50.1,47.75
52.1,51.25
54.2,50.75
56.2,51.00
58.2,51.00
60.2,51.25
62.2,50.75
64.2,50.00
66.2,50.75
68.2,50.25
70.2,51.00
72.2,50.75
74.2,51.25
76.2,50.75
78.2,51.50
80.2,50.75
82.2,51.50
84.2,51.50
86.2,50.75
88.2,52.00
90.3,51.50
92.3,51.75
94.3,52.25
96.3,48.50
98.3,52.75
100.3,52.25
102.3,52.75
104.3,53.25
106.3,52.75
108.3,53.25
110.3,53.75
112.3,54.00
114.3,54.00
116.3,54.25
118.3,55.00
120.3,55.50
122.3,54.75
124.3,55.75
126.3,56.25
128.4,56.75
130.4,56.75
132.4,57.75
134.4,58.00
136.4,57.25
138.4,59.00
140.4,59.50
142.4,60.00
144.4,60.25
146.4,61.00
148.4,61.25
150.4,62.25
152.4,63.00
154.4,63.50
156.4,64.00
158.4,61.25
160.4,65.25
162.4,65.75
164.4,66.25
166.5,67.00
168.5,67.50
170.5,67.75
172.5,68.75
174.5,69.25
176.5,69.50
178.5,70.50
180.5,71.00
182.5,71.50
184.5,72.25
186.5,73.25
188.5,73.25
190.5,74.50
192.5,75.00
194.5,75.75
196.5,76.50
198.5,76.75
200.5,76.75
202.6,78.00
204.6,78.00
206.6,79.25
208.6,79.25
210.6,79.75
212.6,80.25
214.6,80.50
216.6,81.50
218.6,82.00
220.6,79.00
222.6,82.75
224.6,83.75
226.6,83.75
228.6,83.75
230.6,84.25
232.6,85.25
234.6,84.50
236.6,86.25
238.6,86.25
240.7,87.00
242.7,86.50
244.7,88.00
246.7,87.75
248.7,89.00
250.7,89.50
252.7,89.75
254.7,90.25
256.7,91.00
258.7,91.50
260.7,91.75
262.7,92.25
264.7,92.75
266.7,92.75
268.7,93.50
270.7,93.75
272.7,94.00
274.7,94.75
276.8,94.25
278.8,95.25
280.8,95.75
282.8,94.25
284.8,96.75
286.8,96.50
288.8,97.50
290.8,97.75
292.8,98.25
294.8,98.50
296.8,99.00
298.8,100.00
300.8,100.00
302.8,100.25
304.8,100.75
306.8,101.00
308.8,99.75
310.9,101.00
312.9,102.25
314.9,102.25
316.9,102.75
318.9,103.50
320.9,104.00
322.9,104.25
324.9,104.75
326.9,105.00
328.9,105.00
330.9,105.25
332.9,106.00
334.9,106.25
336.9,106.00
338.9,107.00
340.9,106.75
342.9,107.75
345.0,107.25
347.0,108.00
349.0,108.50
351.0,107.75
353.0,108.50
355.0,107.00
357.0,110.00
359.0,110.25
361.0,110.75
363.0,111.00
365.0,110.50
367.0,111.50
369.0,112.00
371.0,109.50
373.0,112.00
375.0,112.00
377.0,113.25
379.1,113.00
381.1,112.75
383.1,113.50
385.1,113.75
387.1,114.00
389.1,114.00
391.1,114.00
393.1,115.00
395.1,115.00
397.1,115.75
399.1,115.50
401.1,116.00
403.1,115.50
405.1,116.25
407.1,115.75
409.1,117.25
411.1,116.75
413.2,117.25
415.2,117.75
417.2,118.00
419.2,118.50
421.2,118.50
423.2,119.00
425.2,119.25
427.2,119.25
429.2,118.75
431.2,119.50
433.2,118.00
435.2,120.00
437.2,120.75
439.2,121.00
441.2,120.75
443.2,121.50
445.2,121.75
447.3,121.25
449.3,122.00
451.3,122.00
453.3,122.25
455.3,123.00
457.3,123.00
459.3,122.75
461.3,123.50
463.3,123.75
465.3,124.00
467.3,123.75
469.3,124.00
471.3,124.75
473.3,125.25
475.3,123.00
477.3,125.50
479.3,125.75
481.4,126.00
483.4,126.50
485.4,125.25
487.4,126.00
489.4,127.25
491.4,127.00
493.4,127.25
495.4,123.50
497.4,127.00
499.4,128.50
501.4,128.50
503.4,128.75
505.4,128.75
507.4,129.00
509.4,129.75
511.4,129.75
513.5,130.25
515.5,130.25
517.5,130.25
519.5,130.25
521.5,130.50
523.5,130.75
525.5,131.50
527.5,131.50
529.5,131.25
531.5,132.00
533.5,132.50
535.5,132.25
537.5,132.25
539.5,132.75
541.5,133.00
543.5,133.00
545.5,132.75
547.6,133.25
549.6,134.00
551.6,134.00
553.6,134.00
555.6,134.00
557.6,132.25
559.6,134.75
561.6,135.25
563.6,135.00
565.6,135.00
567.6,135.75
569.6,135.75
571.6,135.75
573.6,136.25
575.6,136.50
577.6,136.50
579.7,136.75
581.7,137.00
583.7,137.50
585.7,137.25
587.7,137.75
589.7,137.75
591.7,138.50
593.7,137.00
595.7,138.50
597.7,138.25
599.7,138.75
601.7,138.75
603.7,139.50
605.7,139.50
607.7,139.75
609.7,140.00
611.8,139.00
613.8,140.25
615.8,140.50
617.8,140.75
619.8,140.25
621.8,141.00
623.8,141.00
625.8,141.25
627.8,142.00
629.8,141.00
631.8,142.25
633.8,141.75
635.8,142.25
637.8,142.50
639.8,142.25
641.8,142.50
643.9,143.00
645.9,143.25
647.9,143.50
649.9,143.00
651.9,143.75
653.9,143.50
655.9,141.75
657.9,144.25
659.9,144.25
661.9,144.25
663.9,144.50
665.9,145.00
667.9,145.25
669.9,145.00
671.9,143.50
673.9,145.25
676.0,146.00
678.0,145.00
680.0,146.25
682.0,145.25
684.0,146.00
686.0,144.75
