Time(s),Temp(C)
0.0,132.50
2.5,133.25
5.0,132.75
7.5,133.00
10.0,128.50
12.6,132.00
15.1,132.00
17.6,131.75
20.1,132.00
22.6,132.00
25.1,128.25
27.6,131.75
30.1,132.00
32.6,132.25
35.1,132.00
37.6,131.75
40.1,132.00
42.7,131.25
45.2,132.00
47.7,131.75
50.2,128.75
52.7,131.25
55.2,131.75
57.7,131.75
60.2,132.00
62.7,132.00
65.2,132.25
67.8,132.50
70.3,132.50
72.8,132.50
75.3,132.25
77.8,132.50
80.3,132.75
82.8,131.75
85.3,129.75
87.8,133.25
90.3,133.25
92.8,130.00
95.4,133.25
97.9,133.50
100.4,133.75
102.9,134.00
105.4,134.25
107.9,131.25
110.4,134.50
112.9,134.25
115.4,133.00
117.9,135.25
120.5,135.00
123.0,135.25
125.5,135.25
128.0,135.50
130.5,135.25
133.0,136.25
135.5,136.50
138.0,136.50
140.5,136.75
143.0,136.25
145.5,137.25
148.1,136.75
150.6,137.25
153.1,137.25
155.6,137.25
158.1,136.75
160.6,138.00
163.2,138.75
165.7,135.75
168.2,135.75
170.7,139.00
173.2,139.25
175.8,139.00
178.3,139.50
180.8,140.00
183.3,140.25
185.8,140.25
188.3,139.50
190.9,140.25
193.4,141.00
195.9,141.50
198.4,141.50
200.9,139.75
203.5,141.50
206.0,142.25
208.5,142.25
211.0,142.25
213.5,141.50
216.1,141.75
218.6,143.00
221.1,142.50
223.6,143.00
226.1,142.25
228.7,141.25
231.2,143.50
233.7,143.75
236.2,143.75
238.7,144.00
241.3,144.25
243.8,143.75
246.3,144.00
248.8,141.00
251.3,145.00
253.8,143.50
256.4,145.25
258.9,145.50
261.4,145.25
263.9,145.50
266.4,145.50
269.0,145.50
271.5,146.00
274.0,146.25
276.5,145.25
279.0,145.00
281.6,146.50
284.1,146.75
286.6,145.50
289.1,147.25
291.6,147.25
294.2,147.50
296.7,147.25
299.2,148.25
301.7,147.50
304.2,148.25
306.8,148.75
309.3,148.00
311.8,148.00
314.3,149.25
316.8,149.00
319.4,147.00
321.9,149.25
324.4,148.25
326.9,146.75
329.4,150.00
331.9,148.50
334.5,150.00
337.0,150.00
339.5,150.50
342.0,150.25
344.5,150.25
347.1,147.00
349.6,149.50
352.1,150.75
354.6,149.50
357.1,149.75
359.7,151.25
362.2,151.50
364.7,150.25
367.2,149.50
369.7,150.75
372.3,151.75
374.8,150.25
377.3,151.25
379.8,152.00
382.3,151.25
384.9,151.25
387.4,151.00
389.9,152.25
392.4,152.00
394.9,152.50
397.4,152.25
400.0,152.50
402.5,151.75
405.0,152.00
407.5,150.00
410.0,152.50
412.6,152.75
415.1,151.25
417.6,153.00
420.1,150.75
422.6,152.50
425.2,153.25
427.7,153.00
430.2,153.25
432.7,153.75
435.2,153.75
437.8,153.50
440.3,153.75
442.8,153.50
445.3,154.00
447.8,154.00
450.4,153.75
452.9,153.75
455.4,154.25
457.9,154.00
460.4,154.25
462.9,154.00
465.5,154.50
468.0,154.50
470.5,153.75
473.0,155.00
475.5,154.75
478.1,154.50
480.6,155.00
483.1,155.00
485.6,155.00
488.1,154.50
490.7,155.25
493.2,155.75
495.7,155.50
498.2,154.75
500.7,156.00
503.3,155.50
505.8,155.75
508.3,152.75
510.8,154.75
513.3,156.00
515.9,155.50
518.4,156.50
520.9,156.50
523.4,156.75
525.9,156.75
528.5,156.25
531.0,156.25
533.5,156.75
536.0,156.50
538.5,156.75
541.0,156.75
543.6,156.25
546.1,157.25
548.6,157.25
551.1,157.00
553.6,157.25
556.2,157.75
558.7,157.75
561.2,157.75
563.7,157.50
566.2,158.00
568.8,158.00
571.3,157.75
573.8,157.75
576.3,158.50
578.8,158.50
581.4,158.25
583.9,158.25
586.4,157.75
588.9,157.75
591.4,158.25
594.0,158.50
596.5,155.25
599.0,157.25
601.5,158.75
