Time(s),Temp(C)
0.0,190.00
1.8,189.75
3.7,189.25
5.5,188.75
7.3,188.25
9.1,188.00
11.0,187.75
12.8,187.25
14.6,187.25
16.4,186.75
18.3,186.50
20.1,185.75
21.9,185.75
23.8,182.25
25.6,184.75
27.4,184.75
29.2,184.00
31.1,184.00
32.9,182.50
34.7,183.50
36.5,183.25
38.4,182.00
40.2,182.50
42.0,182.25
43.9,181.75
45.7,181.50
47.5,181.00
49.3,180.75
51.2,180.75
53.0,179.50
54.8,176.25
56.6,180.00
58.5,179.75
60.3,179.00
62.1,179.50
64.0,178.75
65.8,179.25
67.6,178.50
69.4,178.75
71.3,178.25
73.1,177.50
74.9,178.00
76.7,178.00
78.6,177.50
80.4,177.50
82.2,177.75
84.1,177.75
85.9,172.25
87.7,176.00
89.5,177.25
91.4,177.00
93.2,177.00
95.0,176.50
96.8,177.00
98.7,176.00
100.5,176.50
102.3,176.75
104.2,177.00
106.0,176.50
107.8,176.50
109.6,176.50
111.5,176.75
113.3,176.75
115.1,177.00
116.9,174.75
118.8,176.50
120.6,176.25
122.4,176.75
124.2,176.75
126.1,177.00
127.9,176.25
129.7,177.00
131.6,177.00
133.4,177.00
135.2,177.00
137.0,177.00
138.9,177.50
140.7,177.25
142.5,177.50
144.3,177.50
146.2,177.75
148.0,176.00
149.8,178.00
151.7,178.00
153.5,177.25
155.3,177.75
157.1,177.50
159.0,178.25
160.8,178.00
162.6,178.25
164.4,179.00
166.3,178.50
168.1,178.75
170.0,179.00
171.8,178.75
173.6,179.00
175.5,179.25
177.3,179.00
179.1,178.00
181.0,179.25
182.8,179.50
184.7,179.50
186.5,180.25
188.3,179.75
190.2,180.75
192.0,180.00
193.8,180.00
195.7,180.50
197.5,180.75
199.3,180.75
201.2,181.25
203.0,181.25
204.9,181.50
206.7,181.50
208.5,180.25
210.4,178.25
212.2,180.00
214.0,182.00
215.9,180.00
217.7,180.75
219.6,181.75
221.4,182.50
223.2,182.00
225.1,182.75
226.9,183.00
228.7,182.75
230.6,183.00
232.4,183.50
234.3,183.25
236.1,182.00
237.9,184.00
239.8,182.75
241.6,183.00
243.4,184.00
245.3,183.75
247.1,184.25
249.0,184.25
250.8,184.50
252.6,184.75
254.5,184.50
256.3,184.50
258.1,184.75
260.0,185.00
261.8,184.75
263.6,185.00
265.5,185.00
267.3,181.50
269.2,185.25
271.0,185.75
272.8,185.50
274.7,186.00
276.5,186.25
278.3,186.25
280.2,186.25
282.0,186.25
283.9,185.75
285.7,186.25
287.5,186.50
289.4,185.50
291.2,185.75
293.0,187.25
294.9,187.25
296.7,186.75
298.6,186.00
