Time(s),Temp(C)
0.0,166.25
2.2,165.25
4.5,165.50
6.7,165.00
8.9,164.75
11.2,164.25
13.4,164.00
15.6,163.25
17.9,163.00
20.1,162.75
22.3,161.50
24.5,162.00
26.8,161.75
29.0,160.75
31.2,160.50
33.5,161.00
35.7,160.00
37.9,160.00
40.2,159.25
42.4,158.75
44.6,158.00
46.9,158.25
49.1,158.75
51.3,158.00
53.6,158.25
55.8,156.75
58.0,157.50
60.2,156.50
62.5,157.25
64.7,156.75
66.9,156.75
69.2,155.75
71.4,155.50
73.6,156.00
75.9,153.75
78.1,155.25
80.3,155.50
82.6,155.25
84.8,154.75
87.0,154.75
89.2,155.25
91.5,155.25
93.7,155.00
95.9,152.75
98.2,155.00
100.4,155.00
102.6,155.00
104.9,154.25
107.1,155.00
109.3,154.00
111.6,154.25
113.8,154.50
116.0,151.75
118.3,154.75
120.5,155.00
122.7,154.25
124.9,154.75
127.2,152.75
129.4,154.75
131.6,154.75
133.9,155.00
136.1,152.00
138.3,155.25
140.6,155.50
142.8,152.00
145.0,154.75
147.3,155.00
149.5,155.50
151.7,155.50
154.0,155.50
156.2,154.50
158.4,153.75
160.6,156.25
162.9,156.00
165.1,155.75
167.3,156.25
169.6,156.00
171.8,156.50
174.0,156.50
176.3,156.50
178.5,157.50
180.7,157.25
183.0,157.00
185.2,157.50
187.4,158.00
189.7,157.25
191.9,158.25
194.1,157.50
196.3,158.00
198.6,158.25
200.8,158.25
203.0,158.25
205.3,158.25
207.5,158.75
209.8,159.00
212.0,159.00
214.3,159.50
216.5,159.00
218.7,159.25
221.0,159.50
223.2,160.50
225.5,160.50
227.7,159.75
229.9,160.25
232.2,160.75
234.4,160.75
236.7,160.00
238.9,161.50
241.1,159.75
243.4,161.25
245.6,161.50
247.9,161.75
250.1,162.00
252.4,162.00
254.6,162.25
256.8,159.75
259.1,162.50
261.3,162.75
263.6,163.00
265.8,162.75
268.0,163.25
270.3,163.25
272.5,163.00
274.8,163.50
277.0,163.50
279.2,163.75
281.5,163.50
283.7,163.75
286.0,164.25
288.2,164.25
290.5,164.25
292.7,164.25
294.9,164.75
297.2,164.50
299.4,165.00
