Time(s),Temp(C)
0.0,140.25
2.0,140.00
4.0,139.50
6.0,138.75
8.0,135.25
10.1,138.00
12.1,138.00
14.1,137.50
16.1,137.75
18.1,137.50
20.1,137.00
22.1,137.00
24.1,136.00
26.1,136.00
28.1,135.75
30.1,135.50
32.2,135.25
34.2,135.25
36.2,135.00
38.2,134.75
40.2,134.50
42.2,133.75
44.2,134.25
46.2,134.50
48.2,134.00
50.2,133.25
52.2,133.50
54.3,133.75
56.3,132.50
58.3,133.25
60.3,133.00
62.3,133.00
64.3,133.00
66.3,132.50
68.3,133.25
70.3,129.50
72.3,132.75
74.3,132.75
76.4,132.75
78.4,131.75
80.4,132.50
82.4,132.25
84.4,132.75
86.4,132.00
88.4,132.50
90.4,132.75
92.4,132.50
94.4,132.25
96.4,133.00
98.5,133.25
100.5,132.50
102.5,133.00
104.5,133.00
106.5,132.75
108.5,133.75
110.5,133.75
112.5,133.50
114.5,133.75
116.5,133.75
118.5,134.00
120.6,134.50
122.6,134.75
124.6,135.00
126.6,135.00
128.6,134.50
130.6,135.25
132.6,132.00
134.6,135.75
136.6,135.75
138.6,135.50
140.6,136.25
142.7,136.50
144.7,136.50
146.7,137.00
148.7,136.50
150.7,137.00
152.7,137.75
154.7,138.00
156.7,138.00
158.7,138.75
160.7,138.50
162.7,139.00
164.8,139.00
166.8,139.75
168.8,136.25
170.8,140.00
172.8,139.75
174.8,140.75
176.8,140.50
178.8,140.50
180.8,140.50
182.8,141.50
184.9,142.00
186.9,141.50
188.9,141.75
190.9,142.50
192.9,142.75
195.0,143.25
197.0,142.50
199.0,143.50
201.0,139.25
203.0,143.50
205.1,142.00
207.1,144.50
209.1,145.00
211.1,144.75
213.1,145.25
215.2,145.75
217.2,145.75
219.2,146.00
221.2,146.00
223.2,146.25
225.2,147.00
227.3,147.50
229.3,146.00
231.3,147.25
233.3,147.75
235.3,148.25
237.4,148.50
239.4,148.25
241.4,146.00
243.4,149.25
245.4,149.50
247.5,149.50
249.5,149.50
