Time(s),Temp(C)
0.0,148.75
2.5,149.75
5.0,149.25
7.5,145.50
10.0,149.25
12.5,149.75
15.0,150.25
17.5,145.00
20.0,150.25
22.6,150.25
25.1,149.75
27.6,150.50
30.1,150.00
32.6,151.25
35.1,150.75
37.6,151.50
40.1,151.00
42.6,151.50
45.1,152.25
47.6,151.75
50.1,152.00
52.6,152.25
55.1,152.00
57.6,152.25
60.1,152.75
62.7,153.00
65.2,152.50
67.7,153.00
70.2,153.25
72.7,153.00
75.2,151.50
77.7,149.50
80.2,152.25
